1997-03-26,64929.00,64929.00,64469.00,64704.00,474020
1997-03-27,64745.00,64990.00,64745.00,64990.00,584844
1997-04-01,64182.00,64182.00,63497.00,63610.00,469350
1997-04-02,63681.00,64090.00,63681.00,63835.00,522658
1997-04-03,63835.00,63968.00,63497.00,63968.00,469780
1997-04-04,64009.00,64469.00,64009.00,64469.00,840525
1997-04-07,64591.00,65236.00,64591.00,65236.00,408085
1997-04-08,65236.00,65297.00,64745.00,64765.00,435937
1997-04-09,64867.00,64959.00,64867.00,64919.00,337574
1997-04-10,64919.00,64980.00,64847.00,64898.00,2193214
1997-04-11,64898.00,65031.00,64704.00,64765.00,417233
1997-04-14,64489.00,64489.00,64090.00,64315.00,330171
1997-04-15,64315.00,64734.00,64285.00,64734.00,333691
1997-04-16,64734.00,64919.00,64387.00,64530.00,512826
1997-04-17,64530.00,64745.00,64428.00,64632.00,608389
1997-04-18,64694.00,65164.00,64694.00,65164.00,583616
1997-04-21,65164.00,65195.00,65031.00,65184.00,568071
1997-04-22,65184.00,65522.00,65041.00,65522.00,687119
1997-04-23,65563.00,65951.00,65563.00,65634.00,722527
1997-04-24,65634.00,65777.00,65409.00,65767.00,423992
1997-04-25,65665.00,65665.00,65276.00,65532.00,1238772
1997-04-29,65532.00,66054.00,65460.00,66054.00,436568
1997-04-30,66135.00,66422.00,66135.00,66340.00,497418
1997-05-02,66340.00,66575.00,66186.00,66575.00,548509
1997-05-05,66575.00,67096.00,66544.00,67086.00,304417
1997-05-06,67086.00,67393.00,67076.00,67281.00,549322
1997-05-07,67086.00,67086.00,66493.00,66626.00,737700
1997-05-08,66626.00,66657.00,66309.00,66636.00,543248
1997-05-09,66636.00,66902.00,66626.00,66800.00,492246
1997-05-12,66800.00,66933.00,66728.00,66790.00,514825
1997-05-13,66790.00,66861.00,66503.00,66861.00,555242
1997-05-14,66861.00,67025.00,66769.00,67025.00,546849
1997-05-15,67025.00,67127.00,66452.00,66503.00,531531
1997-05-16,66503.00,66534.00,66207.00,66227.00,346531
1997-05-19,66146.00,66146.00,65921.00,66033.00,685526
1997-05-20,66033.00,66227.00,65951.00,66002.00,410543
1997-05-21,66125.00,66268.00,66125.00,66156.00,455872
1997-05-22,66135.00,66135.00,65706.00,65757.00,431596
1997-05-23,65665.00,65665.00,65154.00,65368.00,393962
1997-05-26,65368.00,65399.00,65215.00,65348.00,590555
1997-05-27,65348.00,65573.00,65143.00,65266.00,766035
1997-05-28,65266.00,65276.00,64642.00,64724.00,503384
1997-05-29,64734.00,65164.00,64734.00,65133.00,1519101
1997-05-30,65133.00,65174.00,64387.00,64397.00,392539
1997-06-02,64397.00,64939.00,64336.00,64939.00,251412
1997-06-03,65123.00,65512.00,65123.00,65491.00,574722
1997-06-04,65665.00,66186.00,65665.00,66176.00,838167
1997-06-05,66176.00,66442.00,65972.00,66401.00,607152
1997-06-06,66534.00,66790.00,66534.00,66749.00,346674
1997-06-09,66912.00,67168.00,66912.00,66953.00,380997
1997-06-10,66810.00,66810.00,66534.00,66647.00,532435
1997-06-11,66647.00,66953.00,66493.00,66923.00,718725
1997-06-12,66923.00,66994.00,66800.00,66923.00,483894
1997-06-13,66923.00,67148.00,66647.00,66647.00,676510
1997-06-17,66647.00,66667.00,65512.00,65655.00,623310
1997-06-18,65655.00,66135.00,65634.00,66125.00,2123159
1997-06-19,66125.00,66391.00,65972.00,66074.00,624959
1997-06-20,66074.00,66493.00,65941.00,65961.00,999796
1997-06-23,65961.00,66370.00,65348.00,66370.00,445123
1997-06-24,66370.00,66912.00,65931.00,66912.00,418222
1997-06-25,66912.00,67035.00,66779.00,67035.00,364947
1997-06-26,67035.00,67710.00,67025.00,67526.00,861307
1997-06-27,67526.00,67720.00,67434.00,67659.00,657015
1997-06-30,67659.00,67996.00,67475.00,67720.00,510682
1997-07-01,67720.00,67966.00,67465.00,67863.00,350058
1997-07-02,67863.00,67904.00,67720.00,67812.00,426673
1997-07-03,67812.00,67843.00,67567.00,67587.00,474274
